"","State.province","Elevation.m.","Latitude","Genus","Taxon","FullTax","Sp.abund","Plot.abund","Weights"
"935","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp11",1,408,0.00245098039215686
"936","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp8",26,408,0.0637254901960784
"944","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp3",1,408,0.00245098039215686
"961","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp10",1,408,0.00245098039215686
"963","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp9",1,408,0.00245098039215686
"964","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp7",1,408,0.00245098039215686
"969","Guanacaste",1225,"10.9285","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp6",1,408,0.00245098039215686
"970","Guanacaste",1225,"10.9285","Malpighia","Malpighia albiflora","Malpighiaceae/Malpighia/Malpighia_albiflora",1,408,0.00245098039215686
"971","Guanacaste",1225,"10.9285","Bunchosia","NULL","Malpighiaceae/Bunchosia/Bunchosia_sp1",2,408,0.00490196078431373
"973","Guanacaste",1225,"10.9285","Hampea","Hampea appendiculata","Malvaceae/Hampea/Hampea_appendiculata",6,408,0.0147058823529412
"979","Guanacaste",1225,"10.9285","Mouriri","Mouriri gleasoniana","Melastomataceae/Mouriri/Mouriri_gleasoniana",2,408,0.00490196078431373
"981","Guanacaste",1225,"10.9285","Miconia","Miconia brenesii","Melastomataceae/Miconia/Miconia_brenesii",6,408,0.0147058823529412
"987","Guanacaste",1225,"10.9285","Miconia","Miconia donaeana","Melastomataceae/Miconia/Miconia_donaeana",2,408,0.00490196078431373
"989","Guanacaste",1225,"10.9285","Guarea","Guarea rhopalocarpa","Meliaceae/Guarea/Guarea_rhopalocarpa",7,408,0.017156862745098
"996","Guanacaste",1225,"10.9285","Trophis","Trophis mexicana","Moraceae/Trophis/Trophis_mexicana",7,408,0.017156862745098
"1003","Guanacaste",1225,"10.9285","Sorocea","Sorocea trophoides","Moraceae/Sorocea/Sorocea_trophoides",2,408,0.00490196078431373
"1005","Guanacaste",1225,"10.9285","Myrcia","Myrcia splendens","Myrtaceae/Myrcia/Myrcia_splendens",5,408,0.0122549019607843
"1009","Guanacaste",1225,"10.9285","MoraceaeIndet.","NULL","Moraceae/MoraceaeIndet/MoraceaeIndet_sp1",2,408,0.00490196078431373
"1011","Guanacaste",1225,"10.9285","MoraceaeIndet.","NULL","Moraceae/MoraceaeIndet/MoraceaeIndet_sp2",9,408,0.0220588235294118
"1021","Guanacaste",1225,"10.9285","Eugenia","Eugenia aeruginea","Myrtaceae/Eugenia/Eugenia_aeruginea",1,408,0.00245098039215686
"1022","Guanacaste",1225,"10.9285","Eugenia","Eugenia basilaris","Myrtaceae/Eugenia/Eugenia_basilaris",1,408,0.00245098039215686
"1023","Guanacaste",1225,"10.9285","Calyptranthes","NULL","Myrtaceae/Calyptranthes/Calyptranthes_sp1",11,408,0.0269607843137255
"1034","Guanacaste",1225,"10.9285","MyrtaceaeIndet.","NULL","Myrtaceae/MyrtaceaeIndet/MyrtaceaeIndet_sp1",1,408,0.00245098039215686
"1035","Guanacaste",1225,"10.9285","Piper","Piper aequale","Piperaceae/Piper/Piper_aequale",1,408,0.00245098039215686
"1036","Guanacaste",1225,"10.9285","Piper","Piper tenuiamentum","Piperaceae/Piper/Piper_tenuiamentum",2,408,0.00490196078431373
"1038","Guanacaste",1225,"10.9285","Coccoloba","Coccoloba liportizii","Polygonaceae/Coccoloba/Coccoloba_liportizii",2,408,0.00490196078431373
"1040","Guanacaste",1225,"10.9285","Coccoloba","Coccoloba porphyrostachys","Polygonaceae/Coccoloba/Coccoloba_porphyrostachys",1,408,0.00245098039215686
"1041","Guanacaste",1225,"10.9285","Roupala","Roupala montana","Proteaceae/Roupala/Roupala_montana",4,408,0.00980392156862745
"1045","Guanacaste",1225,"10.9285","Panopsis","Panopsis suaveolens","Proteaceae/Panopsis/Panopsis_suaveolens",1,408,0.00245098039215686
"1046","Guanacaste",1225,"10.9285","Cassipourea","Cassipourea elliptica","Rhizophoraceae/Cassipourea/Cassipourea_elliptica",11,408,0.0269607843137255
"1057","Guanacaste",1225,"10.9285","Rudgea","Rudgea laevis","Rubiaceae/Rudgea/Rudgea_laevis",3,408,0.00735294117647059
"1058","Guanacaste",1225,"10.9285","Sabicea","NULL","Rubiaceae/Sabicea/Sabicea_sp1",1,408,0.00245098039215686
"1061","Guanacaste",1225,"10.9285","Arachnothryx","Arachnothryx buddleioides","Rubiaceae/Arachnothryx/Arachnothryx_buddleioides",1,408,0.00245098039215686
"1062","Guanacaste",1225,"10.9285","Randia","Randia armata","Rubiaceae/Randia/Randia_armata",5,408,0.0122549019607843
"1067","Guanacaste",1225,"10.9285","Randia","Randia calycosa","Rubiaceae/Randia/Randia_calycosa",5,408,0.0122549019607843
"1072","Guanacaste",1225,"10.9285","Randia","Randia aculeata","Rubiaceae/Randia/Randia_aculeata",5,408,0.0122549019607843
"1077","Guanacaste",1225,"10.9285","Psychotria","NULL","Rubiaceae/Psychotria/Psychotria_sp1",1,408,0.00245098039215686
"1078","Guanacaste",1225,"10.9285","Psychotria","NULL","Rubiaceae/Psychotria/Psychotria_sp4",1,408,0.00245098039215686
"1079","Guanacaste",1225,"10.9285","Posoqueria","Posoqueria coriacea","Rubiaceae/Posoqueria/Posoqueria_coriacea",4,408,0.00980392156862745
"1083","Guanacaste",1225,"10.9285","Faramea","NULL","Rubiaceae/Faramea/Faramea_sp3",5,408,0.0122549019607843
"1088","Guanacaste",1225,"10.9285","Faramea","NULL","Rubiaceae/Faramea/Faramea_sp2",7,408,0.017156862745098
"1095","Guanacaste",1225,"10.9285","Coussarea","Coussarea caroliana","Rubiaceae/Coussarea/Coussarea_caroliana",19,408,0.0465686274509804
"1114","Guanacaste",1225,"10.9285","RubiaceaeIndet.","NULL","Rubiaceae/RubiaceaeIndet/RubiaceaeIndet_sp1",9,408,0.0220588235294118
"1119","Guanacaste",1225,"10.9285","RubiaceaeIndet.","NULL","Rubiaceae/RubiaceaeIndet/RubiaceaeIndet_sp2",44,408,0.107843137254902
"1167","Guanacaste",1225,"10.9285","Zanthoxylum","Zanthoxylum melanostictum","Rutaceae/Zanthoxylum/Zanthoxylum_melanostictum",2,408,0.00490196078431373
"1169","Guanacaste",1225,"10.9285","Lubaria","Lubaria aroensis","Rutaceae/Lubaria/Lubaria_aroensis",13,408,0.0318627450980392
"1182","Guanacaste",1225,"10.9285","Meliosma","Meliosma glabrata","Sabiaceae/Meliosma/Meliosma_glabrata",1,408,0.00245098039215686
"1183","Guanacaste",1225,"10.9285","Meliosma","Meliosma idiopoda","Sabiaceae/Meliosma/Meliosma_idiopoda",5,408,0.0122549019607843
"1188","Guanacaste",1225,"10.9285","Pouteria","NULL","Sapotaceae/Pouteria/Pouteria_sp1",17,408,0.0416666666666667
"1194","Guanacaste",1225,"10.9285","Pouteria","NULL","Sapotaceae/Pouteria/Pouteria_sp5",5,408,0.0122549019607843
"1210","Guanacaste",1225,"10.9285","Pouteria","NULL","Sapotaceae/Pouteria/Pouteria_sp3",3,408,0.00735294117647059
"1213","Guanacaste",1225,"10.9285","Chrysophyllum","NULL","Sapotaceae/Chrysophyllum/Chrysophyllum_sp1",6,408,0.0147058823529412
"1219","Guanacaste",1225,"10.9285","SapotaceaeIndet.","NULL","Sapotaceae/SapotaceaeIndet/SapotaceaeIndet_sp1",6,408,0.0147058823529412
"1225","Guanacaste",1225,"10.9285","SapotaceaeIndet.","NULL","Sapotaceae/SapotaceaeIndet/SapotaceaeIndet_sp2",1,408,0.00245098039215686
"1226","Guanacaste",1225,"10.9285","Cestrum","NULL","Solanaceae/Cestrum/Cestrum_sp1",7,408,0.017156862745098
"1233","Guanacaste",1225,"10.9285","SolanaceaeIndet.","NULL","Solanaceae/SolanaceaeIndet/SolanaceaeIndet_sp1",4,408,0.00980392156862745
"1237","Guanacaste",1225,"10.9285","SolanaceaeIndet.","NULL","Solanaceae/SolanaceaeIndet/SolanaceaeIndet_sp2",3,408,0.00735294117647059
"1240","Guanacaste",1225,"10.9285","Symplocos","Symplocos austin-smithii","Symplocaceae/Symplocos/Symplocos_austin-smithii",4,408,0.00980392156862745
"1244","Guanacaste",1225,"10.9285","Mortoniodendron","NULL","Malvaceae/Mortoniodendron/Mortoniodendron_sp1",1,408,0.00245098039215686
"1245","Guanacaste",1225,"10.9285","Urera","Urera simplex","Urticaceae/Urera/Urera_simplex",1,408,0.00245098039215686
"1246","Guanacaste",1225,"10.9285","Hybanthus","Hybanthus guanacastensis","Violaceae/Hybanthus/Hybanthus_guanacastensis",5,408,0.0122549019607843
"1251","Guanacaste",1225,"10.9285","Xylopia","NULL","Annonaceae/Xylopia/Xylopia_sp1",4,408,0.00980392156862745
"1256","Guanacaste",1500,"10.9326","Sphaeradenia","NULL","Cyclanthaceae/Sphaeradenia/Sphaeradenia_sp1",2,118,0.0169491525423729
"1258","Guanacaste",1500,"10.9326","Philodendron","NULL","Araceae/Philodendron/Philodendron_sp1",2,118,0.0169491525423729
"1260","Guanacaste",1500,"10.9326","Schefflera","Schefflera rodriguesiana","Araliaceae/Schefflera/Schefflera_rodriguesiana",1,118,0.00847457627118644
"1261","Guanacaste",1500,"10.9326","Geonoma","Geonoma undata","Arecaceae/Geonoma/Geonoma_undata",6,118,0.0508474576271186
"1267","Guanacaste",1500,"10.9326","Clusia","NULL","Clusiaceae/Clusia/Clusia_sp2",3,118,0.0254237288135593
"1270","Guanacaste",1500,"10.9326","Clusia","NULL","Clusiaceae/Clusia/Clusia_sp1",1,118,0.00847457627118644
"1271","Guanacaste",1500,"10.9326","Chrysochlamys","Chrysochlamys allenii","Clusiaceae/Chrysochlamys/Chrysochlamys_allenii",7,118,0.0593220338983051
"1278","Guanacaste",1500,"10.9326","Weinmannia","Weinmannia pinnata","Cunoniaceae/Weinmannia/Weinmannia_pinnata",1,118,0.00847457627118644
"1279","Guanacaste",1500,"10.9326","Vaccinium","NULL","Ericaceae/Vaccinium/Vaccinium_sp1",1,118,0.00847457627118644
"1280","Guanacaste",1500,"10.9326","Disterigma","Disterigma humboldtiana","Ericaceae/Disterigma/Disterigma_humboldtiana",1,118,0.00847457627118644
"1281","Guanacaste",1500,"10.9326","Cavendishia","NULL","Ericaceae/Cavendishia/Cavendishia_sp1",1,118,0.00847457627118644
"1282","Guanacaste",1500,"10.9326","Salacia","Salacia petenensis","Celastraceae/Salacia/Salacia_petenensis",2,118,0.0169491525423729
"1284","Guanacaste",1500,"10.9326","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp4",1,118,0.00847457627118644
"1285","Guanacaste",1500,"10.9326","LauraceaeIndet.","NULL","Lauraceae/LauraceaeIndet/LauraceaeIndet_sp5",1,118,0.00847457627118644
"1286","Guanacaste",1500,"10.9326","Bunchosia","NULL","Malpighiaceae/Bunchosia/Bunchosia_sp1",1,118,0.00847457627118644
"1287","Guanacaste",1500,"10.9326","Guatteria","NULL","Annonaceae/Guatteria/Guatteria_sp1",1,118,0.00847457627118644
"1288","Guanacaste",1500,"10.9326","Miconia","Miconia tonduzii","Melastomataceae/Miconia/Miconia_tonduzii",8,118,0.0677966101694915
"1296","Guanacaste",1500,"10.9326","Blakea","Blakea scarlatina","Melastomataceae/Blakea/Blakea_scarlatina",1,118,0.00847457627118644
"1297","Guanacaste",1500,"10.9326","Sorocea","Sorocea trophoides","Moraceae/Sorocea/Sorocea_trophoides",2,118,0.0169491525423729
"1299","Guanacaste",1500,"10.9326","Ardisia","Ardisia glandulosomarginata","Primulaceae/Ardisia/Ardisia_glandulosomarginata",10,118,0.0847457627118644
"1309","Guanacaste",1500,"10.9326","Ardisia","Ardisia palmana","Primulaceae/Ardisia/Ardisia_palmana",6,118,0.0508474576271186
"1315","Guanacaste",1500,"10.9326","Myrcianthes","Myrcianthes rhopaloides","Myrtaceae/Myrcianthes/Myrcianthes_rhopaloides",1,118,0.00847457627118644
"1316","Guanacaste",1500,"10.9326","Eugenia","Eugenia basilaris","Myrtaceae/Eugenia/Eugenia_basilaris",2,118,0.0169491525423729
"1318","Guanacaste",1500,"10.9326","Calyptranthes","Calyptranthes monteverdensis","Myrtaceae/Calyptranthes/Calyptranthes_monteverdensis",7,118,0.0593220338983051
"1325","Guanacaste",1500,"10.9326","Cyathea","Cyathea caracasana","Cyatheaceae/Cyathea/Cyathea_caracasana",7,118,0.0593220338983051
"1332","Guanacaste",1500,"10.9326","Cassipourea","Cassipourea elliptica","Rhizophoraceae/Cassipourea/Cassipourea_elliptica",11,118,0.0932203389830508
"1343","Guanacaste",1500,"10.9326","Rudgea","Rudgea laevis","Rubiaceae/Rudgea/Rudgea_laevis",1,118,0.00847457627118644
"1344","Guanacaste",1500,"10.9326","Psychotria","NULL","Rubiaceae/Psychotria/Psychotria_sp3",1,118,0.00847457627118644
"1345","Guanacaste",1500,"10.9326","Psychotria","NULL","Rubiaceae/Psychotria/Psychotria_sp2",8,118,0.0677966101694915
"1353","Guanacaste",1500,"10.9326","Guettarda","Guettarda crispiflora","Rubiaceae/Guettarda/Guettarda_crispiflora",1,118,0.00847457627118644
"1354","Guanacaste",1500,"10.9326","Faramea","NULL","Rubiaceae/Faramea/Faramea_sp2",16,118,0.135593220338983
"1370","Guanacaste",1500,"10.9326","Zanthoxylum","Zanthoxylum melanostictum","Rutaceae/Zanthoxylum/Zanthoxylum_melanostictum",1,118,0.00847457627118644
"1371","Guanacaste",1500,"10.9326","Staphylea","Staphylea occidentalis","Staphyleaceae/Staphylea/Staphylea_occidentalis",1,118,0.00847457627118644
"1372","Guanacaste",1500,"10.9326","Symplocos","Symplocos tribracteolata","Symplocaceae/Symplocos/Symplocos_tribracteolata",1,118,0.00847457627118644
"1373","Guanacaste",1500,"10.9326","Xylopia","NULL","Annonaceae/Xylopia/Xylopia_sp1",1,118,0.00847457627118644
"1374","Arizona",1862,"32.3743","Pinus","Pinus arizonica","Pinaceae/Pinus/Pinus_arizonica",87,209,0.416267942583732
"1375","Arizona",1862,"32.3743","Quercus","Quercus hypoleucoides","Fagaceae/Quercus/Quercus_hypoleucoides",84,209,0.401913875598086
"1387","Arizona",1862,"32.3743","Rhamnus","Rhamnus betulifolia","Rhamnaceae/Rhamnus/Rhamnus_betulifolia",3,209,0.0143540669856459
"1390","Arizona",1862,"32.3743","Arbutus","Arbutus arizonica","Ericaceae/Arbutus/Arbutus_arizonica",3,209,0.0143540669856459
"1392","Arizona",1862,"32.3743","Nolina","Nolina microcarpa","Asparagaceae/Nolina/Nolina_microcarpa",3,209,0.0143540669856459
"1401","Arizona",1862,"32.3743","Yucca","NULL","Liliaceae/Yucca/Liliaceae_Yucca_sp1",13,209,0.062200956937799
"1405","Arizona",1862,"32.3743","Quercus","NULL","Fagaceae/Quercus/Quercus_sp1",2,209,0.00956937799043062
"1409","Arizona",1862,"32.3743","Juniperus","Juniperus deppeana","Cupressaceae/Juniperus/Juniperus_deppeana",4,209,0.0191387559808612
"1434","Arizona",1862,"32.3743","Prunus","Prunus serotina","Rosaceae/Prunus/Prunus_serotina",3,209,0.0143540669856459
"1462","Arizona",1862,"32.3743","Pinus","Pinus leiophylla","Pinaceae/Pinus/Pinus_leiophylla",2,209,0.00956937799043062
"1528","Arizona",1862,"32.3743","Pinus","Pinus cembroides","Pinaceae/Pinus/Pinus_cembroides",1,209,0.00478468899521531
"1554","Arizona",1862,"32.3743","Pinus","Pinus flexilis","Pinaceae/Pinus/Pinus_flexilis",1,209,0.00478468899521531
"1562","Arizona",1862,"32.3743","Garrya","Garrya wrightii","Garryaceae/Garrya/Garrya_wrightii",3,209,0.0143540669856459
"1583","Arizona",2130,"32.3896","Pinus","Pinus arizonica","Pinaceae/Pinus/Pinus_arizonica",76,179,0.424581005586592
"1595","Arizona",2130,"32.3896","Pseudotsuga","Pseudotsuga menziesii","Pinaceae/Pseudotsuga/Pseudotsuga_menziesii",89,179,0.497206703910615
"1634","Arizona",2130,"32.3896","Pinus","Pinus flexilis","Pinaceae/Pinus/Pinus_flexilis",11,179,0.0614525139664804
"1686","Arizona",2130,"32.3896","Acer","Acer negundo","Sapindaceae/Acer/Acer_negundo",1,179,0.00558659217877095
"1739","Arizona",2130,"32.3896","Quercus","Quercus hypoleucoides","Fagaceae/Quercus/Quercus_hypoleucoides",2,179,0.0111731843575419
"1762","Arizona",2529,"32.4432","Pseudotsuga","Pseudotsuga menziesii","Pinaceae/Pseudotsuga/Pseudotsuga_menziesii",20,49,0.408163265306122
"1782","Arizona",2529,"32.4432","Jamesia","Jamesia americana","Hydrangeaceae/Jamesia/Jamesia_americana",14,49,0.285714285714286
"1796","Arizona",2529,"32.4432","Robinia","Robinia neomexicana","Fabaceae/Robinia/Robinia_neomexicana",6,49,0.122448979591837
"1802","Arizona",2529,"32.4432","Abies","Abies concolor","Pinaceae/Abies/Abies_concolor",7,49,0.142857142857143
"1809","Arizona",2529,"32.4432","Pinus","Pinus strobiformis","Pinaceae/Pinus/Pinus_strobiformis",2,49,0.0408163265306122
"1811","Arizona",2542,"32.4468","Populus","Populus tremuloides","Salicaceae/Populus/Populus_tremuloides",2,56,0.0357142857142857
"1813","Arizona",2542,"32.4468","Pseudotsuga","Pseudotsuga menziesii","Pinaceae/Pseudotsuga/Pseudotsuga_menziesii",14,56,0.25
"1827","Arizona",2542,"32.4468","Acer","Acer grandidentatum","Sapindaceae/Acer/Acer_grandidentatum",7,56,0.125
"1834","Arizona",2542,"32.4468","Jamesia","Jamesia americana","Hydrangeaceae/Jamesia/Jamesia_americana",11,56,0.196428571428571
"1845","Arizona",2542,"32.4468","Abies","Abies concolor","Pinaceae/Abies/Abies_concolor",20,56,0.357142857142857
"1865","Arizona",2542,"32.4468","Pinus","Pinus strobiformis","Pinaceae/Pinus/Pinus_strobiformis",2,56,0.0357142857142857
"1867","Colorado",2506,"38.6991","Pseudotsuga","Pseudotsuga menziesii","Pinaceae/Pseudotsuga/Pseudotsuga_menziesii",45,107,0.420560747663551
"1872","Colorado",2506,"38.6991","Picea","Picea engelmannii","Pinaceae/Picea/Picea_engelmannii",20,107,0.186915887850467
"1873","Colorado",2506,"38.6991","Juniperus","Juniperus communis","Cupressaceae/Juniperus/Juniperus_communis",19,107,0.177570093457944
"1874","Colorado",2506,"38.6991","Amelanchier","Amelanchier alnifolia","Rosaceae/Amelanchier/Amelanchier_alnifolia",4,107,0.0373831775700935
"1875","Colorado",2506,"38.6991","Juniperus","Juniperus scopulorum","Cupressaceae/Juniperus/Juniperus_scopulorum",1,107,0.00934579439252336
"1927","Colorado",2506,"38.6991","Pinus","Pinus contorta","Pinaceae/Pinus/Pinus_contorta",1,107,0.00934579439252336
"1932","Colorado",2506,"38.6991","Populus","Populus tremuloides","Salicaceae/Populus/Populus_tremuloides",17,107,0.158878504672897
"1974","Colorado",2845,"38.9403","Populus","Populus tremuloides","Salicaceae/Populus/Populus_tremuloides",112,145,0.772413793103448
"1980","Colorado",2845,"38.9403","Heracleum","Heracleum sphondylium","Apiaceae/Heracleum/Heracleum_sphondylium",11,145,0.0758620689655172
"1995","Colorado",2845,"38.9403","Picea","Picea engelmannii","Pinaceae/Picea/Picea_engelmannii",5,145,0.0344827586206897
"2024","Colorado",2845,"38.9403","Veratrum","Veratrum californicum","Melanthiaceae/Veratrum/Veratrum_californicum",6,145,0.0413793103448276
"2029","Colorado",2845,"38.9403","Lonicera","Lonicera involucrata","Caprifoliaceae/Lonicera/Lonicera_involucrata",3,145,0.0206896551724138
"2035","Colorado",2845,"38.9403","Abies","Abies lasiocarpa","Pinaceae/Abies/Abies_lasiocarpa",6,145,0.0413793103448276
"2054","Colorado",2845,"38.9403","Sambucus","Sambucus racemosa","Adoxaceae/Sambucus/Sambucus_racemosa",1,145,0.00689655172413793
"2096","Colorado",2845,"38.9403","Symphoricarpos","Symphoricarpos rotundifolius","Caprifoliaceae/Symphoricarpos/Symphoricarpos_rotundifolius",1,145,0.00689655172413793
"2119","Colorado",3017,"38.9314","Abies","Abies lasiocarpa","Pinaceae/Abies/Abies_lasiocarpa",107,136,0.786764705882353
"2121","Colorado",3017,"38.9314","Picea","Picea engelmannii","Pinaceae/Picea/Picea_engelmannii",29,136,0.213235294117647
"2255","Colorado",3261,"38.9314","Abies","Abies lasiocarpa","Pinaceae/Abies/Abies_lasiocarpa",102,173,0.589595375722543
"2256","Colorado",3261,"38.9314","Picea","Picea engelmannii","Pinaceae/Picea/Picea_engelmannii",71,173,0.410404624277457
"2428","Puntarenas",75,"9.37822","Calophyllum","Calophyllum longifolium","Calophyllaceae/Calophyllum/Calophyllum_longifolium",7,265,0.0264150943396226
"2429","Puntarenas",75,"9.37822","Posoqueria","Posoqueria latifolia","Rubiaceae/Posoqueria/Posoqueria_latifolia",40,265,0.150943396226415
"2430","Puntarenas",75,"9.37822","Ruagea","Ruagea glabra","Meliaceae/Ruagea/Ruagea_glabra",8,265,0.030188679245283
"2432","Puntarenas",75,"9.37822","Nectandra","Nectandra umbrosa","Lauraceae/Nectandra/Nectandra_umbrosa",9,265,0.0339622641509434
"2433","Puntarenas",75,"9.37822","Licania","Licania operculipetala","Chrysobalanaceae/Licania/Licania_operculipetala",6,265,0.0226415094339623
"2434","Puntarenas",75,"9.37822","Aspidosperma","Aspidosperma desmanthum","Apocynaceae/Aspidosperma/Aspidosperma_desmanthum",6,265,0.0226415094339623
"2435","Puntarenas",75,"9.37822","Mouriri","Mouriri gleasoniana","Melastomataceae/Mouriri/Mouriri_gleasoniana",2,265,0.00754716981132075
"2436","Puntarenas",75,"9.37822","Connarus","Connarus panamensis","Connaraceae/Connarus/Connarus_panamensis",14,265,0.0528301886792453
"2439","Puntarenas",75,"9.37822","Erythroxylum","Erythroxylum macrophyllum","Erythroxylaceae/Erythroxylum/Erythroxylum_macrophyllum",5,265,0.0188679245283019
"2448","Puntarenas",75,"9.37822","Piper","NULL","Piperaceae/Piper/Piper_sp1",2,265,0.00754716981132075
"2450","Puntarenas",75,"9.37822","Clitoria","Clitoria javitensis","Fabaceae/Clitoria/Clitoria_javitensis",5,265,0.0188679245283019
"2451","Puntarenas",75,"9.37822","Simarouba","Simarouba amara","Simaroubaceae/Simarouba/Simarouba_amara",4,265,0.0150943396226415
"2453","Puntarenas",75,"9.37822","Cnestidium","Cnestidium rufescens","Connaraceae/Cnestidium/Cnestidium_rufescens",2,265,0.00754716981132075
"2454","Puntarenas",75,"9.37822","Passiflora","NULL","Passifloraceae/Passiflora/Passiflora_sp2",1,265,0.00377358490566038
"2455","Puntarenas",75,"9.37822","Odontadenia","Odontadenia puncticulosa","Apocynaceae/Odontadenia/Odontadenia_puncticulosa",6,265,0.0226415094339623
"2456","Puntarenas",75,"9.37822","Arrabidaea","NULL","Bignoniaceae/Arrabidaea/Arrabidaea_sp2",4,265,0.0150943396226415
"2458","Puntarenas",75,"9.37822","Davilla","Davilla nitida","Dilleniaceae/Davilla/Davilla_nitida",8,265,0.030188679245283
"2459","Puntarenas",75,"9.37822","Callicarpa","Callicarpa acuminata","Lamiaceae/Callicarpa/Callicarpa_acuminata",4,265,0.0150943396226415
"2460","Puntarenas",75,"9.37822","Attalea","Attalea rostrata","Arecaceae/Attalea/Attalea_rostrata",14,265,0.0528301886792453
"2461","Puntarenas",75,"9.37822","Lacistema","Lacistema aggregatum","Lacistemataceae/Lacistema/Lacistema_aggregatum",6,265,0.0226415094339623
"2463","Puntarenas",75,"9.37822","Callichlamys","Callichlamys latifolia","Bignoniaceae/Callichlamys/Callichlamys_latifolia",8,265,0.030188679245283
"2474","Puntarenas",75,"9.37822","Doliocarpus","Doliocarpus major","Dilleniaceae/Doliocarpus/Doliocarpus_major",5,265,0.0188679245283019
"2475","Puntarenas",75,"9.37822","Oxandra","Oxandra venezuelana","Annonaceae/Oxandra/Oxandra_venezuelana",6,265,0.0226415094339623
"2476","Puntarenas",75,"9.37822","Eugenia","Eugenia acapulcensis","Myrtaceae/Eugenia/Eugenia_acapulcensis",3,265,0.0113207547169811
"2483","Puntarenas",75,"9.37822","Chimarrhis","Chimarrhis latifolia","Rubiaceae/Chimarrhis/Chimarrhis_latifolia",15,265,0.0566037735849057
"2484","Puntarenas",75,"9.37822","Swartzia","Swartzia simplex","Fabaceae/Swartzia/Swartzia_simplex",4,265,0.0150943396226415
"2489","Puntarenas",75,"9.37822","Guazuma","Guazuma ulmifolia","Malvaceae/Guazuma/Guazuma_ulmifolia",1,265,0.00377358490566038
"2491","Puntarenas",75,"9.37822","Tabebuia","Tabebuia rosea","Bignoniaceae/Tabebuia/Tabebuia_rosea",1,265,0.00377358490566038
"2493","Puntarenas",75,"9.37822","Vitis","Vitis tiliifolia","Vitaceae/Vitis/Vitis_tiliifolia",1,265,0.00377358490566038
"2494","Puntarenas",75,"9.37822","Protium","NULL","Burseraceae/Protium/Protium_sp2",1,265,0.00377358490566038
"2497","Puntarenas",75,"9.37822","Chomelia","Chomelia microloba","Rubiaceae/Chomelia/Chomelia_microloba",1,265,0.00377358490566038
"2507","Puntarenas",75,"9.37822","Cuervea","Cuervea kappleriana","Celastraceae/Cuervea/Cuervea_kappleriana",1,265,0.00377358490566038
"2512","Puntarenas",75,"9.37822","Eschweilera","Eschweilera hondurensis","Lecythidaceae/Eschweilera/Eschweilera_hondurensis",1,265,0.00377358490566038
"2513","Puntarenas",75,"9.37822","Bactris","NULL","Arecaceae/Bactris/Bactris_sp2",1,265,0.00377358490566038
"2517","Puntarenas",75,"9.37822","Arrabidaea","NULL","Bignoniaceae/Arrabidaea/Arrabidaea_sp3",2,265,0.00754716981132075
"2518","Puntarenas",75,"9.37822","Inga","Inga punctata","Fabaceae/Inga/Inga_punctata",3,265,0.0113207547169811
"2523","Puntarenas",75,"9.37822","Pouteria","Pouteria chiricana","Sapotaceae/Pouteria/Pouteria_chiricana",8,265,0.030188679245283
"2524","Puntarenas",75,"9.37822","Machaerium","Machaerium kegelii","Fabaceae/Machaerium/Machaerium_kegelii",1,265,0.00377358490566038
"2525","Puntarenas",75,"9.37822","Ocotea","Ocotea veraguensis","Lauraceae/Ocotea/Ocotea_veraguensis",1,265,0.00377358490566038
"2526","Puntarenas",75,"9.37822","Talisia","Talisia nervosa","Sapindaceae/Talisia/Talisia_nervosa",4,265,0.0150943396226415
"2535","Puntarenas",75,"9.37822","Strychnos","Strychnos peckii","Loganiaceae/Strychnos/Strychnos_peckii",3,265,0.0113207547169811
"2537","Puntarenas",75,"9.37822","Genipa","Genipa americana","Rubiaceae/Genipa/Genipa_americana",5,265,0.0188679245283019
"2538","Puntarenas",75,"9.37822","Inga","Inga multijuga","Fabaceae/Inga/Inga_multijuga",1,265,0.00377358490566038
"2560","Puntarenas",75,"9.37822","BignoniaceaeIndet.","NULL","Bignoniaceae/BignoniaceaeIndet/BignoniaceaeIndet_sp7",1,265,0.00377358490566038
"2563","Puntarenas",75,"9.37822","Ficus","Ficus maxima","Moraceae/Ficus/Ficus_maxima",1,265,0.00377358490566038
"2565","Puntarenas",75,"9.37822","Machaerium","Machaerium salvadorense","Fabaceae/Machaerium/Machaerium_salvadorense",1,265,0.00377358490566038
"2568","Puntarenas",75,"9.37822","Trophis","Trophis involucrata","Moraceae/Trophis/Trophis_involucrata",2,265,0.00754716981132075
