"","State.province","Elevation.m.","Latitude","Genus","Taxon","Leaf area per leaf dry mass (specific leaf area, SLA)","Plant height","Seed dry mass","Leaf nitrogen (N) isotope signature (delta 15N)","Leaf nitrogen/phosphorus (N/P) ratio","Stem dry mass per stem fresh volume (stem specific density, SSD, wood density)","Leaf carbon/nitrogen (C/N) ratio"
"230","Guanacaste",1500,10.9326,"Miconia","Miconia brenesii",28.24489796,NA,NA,NA,17.24033634,NA,15.68859649
"231","Guanacaste",1500,10.9326,"Salacia","Salacia petenensis",11.11310592,NA,NA,NA,20.95347943,NA,23.48165138
"232","Guanacaste",1500,10.9326,"Psychotria","Psychotria graciliflora",21.96825397,NA,NA,NA,18.62028565,NA,16.39700375
"233","Guanacaste",1500,10.9326,"Cordia","Cordia cymosa",19.90353698,NA,NA,NA,28.33043479,NA,17.47353316
"234","Guanacaste",1500,10.9326,"Palicourea","Palicourea",26.91304348,NA,NA,NA,32.51045434,NA,12.36804305
"235","Guanacaste",1500,10.9326,"Malvaviscus","Malvaviscus arboreus",18.57,NA,NA,NA,13.26321792,NA,13.49453255
"236","Guanacaste",685,10.95428,"Myrciaria","Myrciaria floribunda",12.28889,NA,NA,NA,14.67577843,NA,23.7772155
"237","Guanacaste",685,10.95428,"","",10.98919,NA,NA,NA,10.43239489,NA,18.39456529
"238","Guanacaste",685,10.95428,"","",16.94,NA,NA,NA,16.6808522,NA,24.96408466
"239","Guanacaste",685,10.95428,"Rochefortia","Rochefortia lundellii",2.294773,NA,NA,NA,19.63511976,NA,13.83451365
"240","Guanacaste",685,10.95428,"Pouteria","",14.66667,NA,NA,NA,32.75239471,NA,18.62830755
"241","Guanacaste",685,10.95428,"Pouteria","",NA,NA,NA,NA,39.94674139,NA,18.62830755
"242","Guanacaste",685,10.95428,"Swartzia","Swartzia cubensis",19.78609,NA,NA,NA,36.01910168,NA,13.58166061
"243","Guanacaste",685,10.95428,"Swartzia","Swartzia cubensis",NA,NA,NA,NA,63.0215662,NA,13.58166061
"244","Guanacaste",685,10.95428,"Inga","Inga densiflora",18.50423,NA,NA,NA,22.80372936,NA,12.90307075
"245","Guanacaste",685,10.95428,"Ilex","Ilex haberi",16.70891,NA,NA,NA,9.870071481,NA,24.45648198
"246","Guanacaste",685,10.95428,"Salacia","Salacia petenensis",7.93531,NA,NA,NA,17.37055203,NA,29.27989954
"247","Guanacaste",685,10.95428,"Faramea","",14.5194,NA,NA,NA,54.21690667,NA,20.94521943
"248","Guanacaste",685,10.95428,"Garcinia","Garcinia intermedia",9.087516,NA,NA,NA,25.99009365,NA,33.31729427
"249","Guanacaste",685,10.95428,"Ardisia","Ardisia revoluta",17.439,NA,NA,NA,16.03271568,NA,28.35907731
"250","Guanacaste",685,10.95428,"Amyris","Amyris pinnata",11.85115,NA,NA,NA,44.59653497,NA,15.08362255
"251","Guanacaste",685,10.95428,"Simarouba","Simarouba amara",12.47368,NA,NA,NA,16.37586867,NA,19.93995831
"252","Guanacaste",685,10.95428,"Eugenia","Eugenia chiapensis",18.30621,NA,NA,NA,48.34755592,NA,16.31627918
"253","Guanacaste",685,10.95428,"Hippocratea","Hippocratea volubilis",11.46269,NA,NA,NA,27.54519115,NA,24.5073985
"254","Guanacaste",685,10.95428,"Chrysophyllum","",16.18543,NA,NA,NA,16.03431666,NA,18.3025713
"255","Guanacaste",685,10.95428,"Randia","Randia armata",17.35593,NA,NA,NA,31.87151366,NA,18.24280865
"256","Guanacaste",685,10.95428,"Inga","Inga punctata",18.28571,NA,NA,NA,21.3344022,NA,18.16077552
"257","Guanacaste",685,10.95428,"Ocotea","Ocotea floribunda",14.54127,NA,NA,NA,35.11339451,NA,18.40817554
"258","Guanacaste",685,10.95428,"Brosimum","Brosimum alicastrum",16.87912,NA,NA,NA,48.35712013,NA,16.96621833
"259","Guanacaste",685,10.95428,"Ilex","",10.58006,NA,NA,NA,10.68816909,NA,30.32166188
"260","Guanacaste",685,10.95428,"Pouteria","",18.86405,NA,NA,NA,17.58315035,NA,16.48945928
"261","Guanacaste",685,10.95428,"Dilodendron","Dilodendron costaricense",20.95579,NA,NA,NA,28.00688824,NA,20.92657055
"262","Guanacaste",685,10.95428,"Pouteria","",15.35767,NA,NA,NA,22.44162805,NA,26.24854427
"263","Guanacaste",685,10.95428,"","",26.86178,NA,NA,NA,19.66484255,NA,13.26508307
"264","Guanacaste",685,10.95428,"Piper","Piper arboreum",21.42305,NA,NA,NA,43.47386561,NA,12.69151995
"265","Guanacaste",685,10.95428,"Calyptranthes","Calyptranthes chytraculia",11.21308,NA,NA,NA,22.37690792,NA,28.92627621
"266","Guanacaste",685,10.95428,"Ouratea","Ouratea lucens",11.3835,NA,NA,NA,23.30138133,NA,32.26568689
"267","Guanacaste",685,10.95428,"Rinorea","Rinorea deflexiflora",20.23294,NA,NA,NA,14.03590017,NA,20.87486441
"268","Guanacaste",685,10.95428,"Eugenia","",11.66872,NA,NA,NA,30.89696599,NA,19.09847311
"269","Guanacaste",685,10.95428,"Randia","Randia armata",16.88911,NA,NA,NA,32.48644674,NA,14.0452751
"270","Guanacaste",685,10.95428,"Ilex","Ilex skutchii",8.536574,NA,NA,NA,16.22120919,NA,27.42932685
"271","Guanacaste",685,10.95428,"Pouteria","",12.09457,NA,NA,NA,24.34246023,NA,17.33786819
"272","Guanacaste",685,10.95428,"Cassipourea","Cassipourea elliptica",12.38543,NA,NA,NA,18.18852235,NA,17.8139036
"273","Guanacaste",685,10.95428,"Casearia","Casearia coronata",10.18729,NA,NA,NA,45.03493414,NA,15.73095139
"274","Guanacaste",685,10.95428,"Pouteria","",17.02617,NA,NA,NA,25.45041812,NA,19.36806729
"275","Guanacaste",685,10.95428,"","",28.23971,NA,NA,NA,5.10869666,NA,19.48443004
"276","Guanacaste",685,10.95428,"Psychotria","Psychotria eurycarpa",32.39,NA,NA,NA,37.80995891,NA,13.76216919
"277","Guanacaste",685,10.95428,"Xylopia","",28.10871,NA,NA,NA,15.20622868,NA,20.04322878
"278","Guanacaste",685,10.95428,"Mortoniodendron","",31.37118,NA,NA,NA,33.53886024,NA,19.39042553
"279","Guanacaste",685,10.95428,"Xylosma","Xylosma chlorantha",16.48047,NA,NA,NA,23.34022653,NA,17.36334107
"280","Guanacaste",685,10.95428,"Alfaroa","Alfaroa guanacastensis",23.43889,NA,NA,NA,20.3534972,NA,30.17581301
"281","Guanacaste",685,10.95428,"Dendropanax","Dendropanax arboreus",18.55165,NA,NA,NA,23.16877659,NA,19.82536291
"282","Guanacaste",685,10.95428,"Psychotria","Psychotria quinqueradiata",21.2137,NA,NA,NA,34.43208196,NA,20.85017654
"283","Guanacaste",685,10.95428,"Calyptranthes","Calyptranthes chytraculia",10.2746,NA,NA,NA,29.06019865,NA,30.78788258
"284","Guanacaste",685,10.95428,"Inga","Inga densiflora",20.26385,NA,NA,NA,28.31012714,NA,14.57772956
"285","Guanacaste",685,10.95428,"Ilex","",26.50109,NA,NA,NA,26.38155557,NA,30.15476695
"286","Guanacaste",685,10.95428,"Pseudolmedia","",17.5968,NA,NA,NA,18.47924676,NA,20.38630751
"287","Guanacaste",685,10.95428,"Casearia","Casearia hirsuta",26.04072,NA,NA,NA,38.70245323,NA,14.02629971
"288","Guanacaste",685,10.95428,"Cassipourea","Cassipourea elliptica",13.97012,NA,NA,NA,23.37773599,NA,19.45314443
"289","Guanacaste",685,10.95428,"Trophis","",14.67065,NA,NA,NA,21.41065919,NA,20.44418002
"290","Guanacaste",685,10.95428,"Stemmadenia","",27.54591,NA,NA,NA,8.752191239,NA,28.31660799
"291","Guanacaste",685,10.95428,"Stemmadenia","",NA,NA,NA,NA,34.33717427,NA,15.08807336
"292","Guanacaste",685,10.95428,"Diospyros","Diospyros blancoi",8.050644,NA,NA,NA,32.76476456,NA,18.38768183
"293","Guanacaste",685,10.95428,"Maytenus","Maytenus segoviarum",7.547961,NA,NA,NA,23.66384351,NA,17.12261059
"294","Guanacaste",685,10.95428,"Pouteria","Pouteria campechiana",17.17572,NA,NA,NA,38.54866761,NA,16.34452247
"295","Guanacaste",685,10.95428,"Brosimum","Brosimum alicastrum",13.56786,NA,NA,NA,20.20258434,NA,35.61657361
"296","Guanacaste",685,10.95428,"","",21.75425,NA,NA,NA,14.42426909,NA,31.44149568
"297","Guanacaste",685,10.95428,"","",23.09262,NA,NA,NA,14.39624025,NA,11.02942233
"298","Guanacaste",685,10.95428,"Stemmadenia","",25.96696,NA,NA,NA,10.89282527,NA,16.23875568
"299","Guanacaste",685,10.95428,"Inga","Inga densiflora",22.35633,NA,NA,NA,17.43707507,NA,15.40258386
"300","Guanacaste",685,10.95428,"Cydista","",17.98381,NA,NA,NA,19.37591459,NA,16.21225163
"301","Guanacaste",685,10.95428,"Hirtella","Hirtella racemosa",16.1059,NA,NA,NA,8.219191108,NA,28.31660799
"302","Guanacaste",685,10.95428,"Eugenia","",11.95598,NA,NA,NA,29.0209985,NA,19.5756096
"303","Guanacaste",685,10.95428,"Brosimum","Brosimum alicastrum",NA,NA,NA,NA,35.27810228,NA,17.50568719
"304","Guanacaste",685,10.95428,NA,"",12.30734,NA,NA,NA,NA,NA,NA
"305","Guanacaste",685,10.95428,"Cynometra","Cynometra retusa",15.96044,NA,NA,NA,17.53294524,NA,26.68802162
"306","Guanacaste",685,10.95428,"Pouteria","",13.87302,NA,NA,NA,38.79641468,NA,16.84227146
"307","Guanacaste",685,10.95428,"Pouteria","",10.92067,NA,NA,NA,19.56658177,NA,29.13745257
"308","Guanacaste",685,10.95428,"Calyptranthes","Calyptranthes chytraculia",10.88911,NA,NA,NA,19.07962095,NA,30.23733429
"309","Guanacaste",685,10.95428,"","",22.88848,NA,NA,NA,76.73232856,NA,8.695830142
"310","Guanacaste",685,10.95428,"","",19.02712,NA,NA,NA,13.80500278,NA,14.31910046
"311","Guanacaste",685,10.95428,"","",11.74139,NA,NA,NA,56.23722627,NA,21.27176816
"312","Guanacaste",685,10.95428,"Tapirira","Tapirira mexicana",13.48786,NA,NA,NA,11.06153266,NA,26.86659631
"313","Guanacaste",685,10.95428,"Stemmadenia","",24.66898,NA,NA,NA,4.551600057,NA,19.56189144
"314","Guanacaste",685,10.95428,"Passiflora","",14.30089,NA,NA,NA,21.63329386,NA,22.40161735
"315","Guanacaste",685,10.95428,"Inga","Inga densiflora",11.62906,NA,NA,NA,40.10138323,NA,15.80816492
"316","Guanacaste",685,10.95428,"Mouriri","Mouriri myrtilloides",9.263303,NA,NA,NA,16.36747204,NA,28.8330625
"317","Guanacaste",685,10.95428,"Pouteria","",10.82383,NA,NA,NA,41.42757745,NA,26.76950878
"318","Guanacaste",685,10.95428,"Inga","Inga exalata",22.28013,NA,NA,NA,26.8652898,NA,16.02775788
"319","Guanacaste",685,10.95428,NA,"",20.87355,NA,NA,NA,27.22407104,NA,18.34209261
"320","Guanacaste",685,10.95428,"","",21.90837,NA,NA,NA,10.15666917,NA,16.48469451
"321","Guanacaste",685,10.95428,"Machaerium","Machaerium kegelii",19.08219,NA,NA,NA,19.88629182,NA,21.19028964
"322","Guanacaste",685,10.95428,"Ternstroemia","Ternstroemia tepezapote",8.928089,NA,NA,NA,17.93394788,NA,35.48004675
"323","Guanacaste",685,10.95428,"Faramea","",15.13614,NA,NA,NA,23.09676793,NA,22.56364716
"324","Guanacaste",685,10.95428,"Inga","Inga densiflora",17.82869,NA,NA,NA,22.98830453,NA,12.80119288
"325","Guanacaste",685,10.95428,"Ardisia","Ardisia compressa",13.7128,NA,NA,NA,18.3838279,NA,26.73783631
"326","Guanacaste",685,10.95428,"Licania","Licania riverae",9.075452,NA,NA,NA,25.74117508,NA,37.46361951
"327","Guanacaste",685,10.95428,"Unonopsis","",18.82394,NA,NA,NA,43.45498352,NA,13.63337632
"328","Guanacaste",685,10.95428,"Pachira","Pachira aquatica",20.45058,NA,NA,NA,26.70991727,NA,16.88703466
"329","Guanacaste",685,10.95428,NA,"",13.5842,NA,NA,NA,38.59984314,NA,16.50136954
"330","Guanacaste",685,10.95428,NA,"",NA,NA,NA,NA,NA,NA,NA
"331","Guanacaste",685,10.95428,NA,"",NA,NA,NA,NA,25.87777026,NA,11.37802991
"332","Guanacaste",685,10.95428,NA,"",NA,NA,NA,NA,NA,NA,NA
"333","Guanacaste",685,10.95428,NA,"",NA,NA,NA,NA,23.50379933,NA,15.11959875
"334","San_Jose",2430,9.54941,"Weinmannia","Weinmannia pinnata",15.3493,NA,NA,NA,21.23426238,NA,28.27897561
"335","San_Jose",2430,9.54941,"Dendropanax","Dendropanax querceti",12.16867,NA,NA,NA,18.1155318,NA,28.375
"336","San_Jose",2430,9.54941,"Anthurium","Anthurium concinnatum",15.76397,NA,NA,NA,17.50702675,NA,17.72265625
"337","San_Jose",2430,9.54941,"Viburnum","Viburnum stellatotomentosum",10.93514,NA,NA,NA,18.58709068,NA,36.4921875
"338","San_Jose",2430,9.54941,"Styrax","Styrax argenteus",8.422065,NA,NA,NA,21.98464087,NA,35.9109589
"339","San_Jose",2430,9.54941,"Drimys","Drimys granadensis",8.09434,NA,NA,NA,12.91052571,NA,58.43820225
"340","San_Jose",2430,9.54941,"Microtropis","Microtropis occidentalis",14.5155,NA,NA,NA,23.03292289,NA,22.09952607
"341","San_Jose",2430,9.54941,"Magnolia","Magnolia sororum",7.768595,NA,NA,NA,19.62576949,NA,28.65217391
"342","San_Jose",2430,9.54941,"Ilex","",10.37915,NA,NA,NA,20.93423457,NA,39.03389831
"343","San_Jose",2430,9.54941,"Ocotea","Ocotea austinii",7.981859,NA,NA,NA,26.70813314,NA,29.07683715
"344","San_Jose",2430,9.54941,"Quercus","Quercus copeyensis",10.1224,NA,NA,NA,18.73124055,NA,28.85542169
"345","San_Jose",2430,9.54941,"Cleyera","Cleyera theaeoides",8.596639,NA,NA,NA,16.68040684,NA,30.57027808
"346","San_Jose",2430,9.54941,"Palicourea","Palicourea salicifolia",15.42722,NA,NA,NA,17.41759211,NA,24.41562666
"347","San_Jose",2430,9.54941,"Dicksonia","Dicksonia sellowiana",19.53125,NA,NA,NA,11.9948981,NA,21.58371041
"348","San_Jose",2430,9.54941,"Hedyosmum","Hedyosmum goudotianum",11.16784,NA,NA,NA,32.07194836,NA,17.35970888
"349","San_Jose",2430,9.54941,"Ocotea","Ocotea pittieri",11.57895,NA,NA,NA,15.88808399,NA,22.76285305
"350","San_Jose",2430,9.54941,"Quercus","Quercus seemannii",10.28736,NA,NA,NA,17.93435097,NA,45.21121328
"351","San_Jose",2430,9.54941,"Quercus","Quercus rapurahuensis",12.69648,NA,NA,NA,19.9818347,NA,32.0974026
"352","San_Jose",2430,9.54941,"Rhamnus","Rhamnus oreodendron",20.16667,NA,NA,NA,23.46986232,NA,20.47926267
"353","San_Jose",2430,9.54941,"Ilex","",11.43029,NA,NA,NA,19.09244294,NA,27.54651163
"354","San_Jose",2430,9.54941,"Rondeletia","Rondeletia buddleioides",7.914573,NA,NA,NA,16.25317808,NA,30.88571429
"355","San_Jose",2430,9.54941,"Trichilia","Trichilia havanensis",9.439421,NA,NA,NA,21.8966263,NA,19.16872428
"356","San_Jose",2430,9.54941,"Zanthoxylum","Zanthoxylum melanostictum",12.21519,NA,NA,NA,21.46661769,NA,24.63101604
"357","San_Jose",2430,9.54941,"Quercus","Quercus seemannii",13.42553,NA,NA,NA,19.30428945,NA,27.70997382
"358","San_Jose",2430,9.54941,"Ilex","",8.66573,NA,NA,NA,16.54621232,NA,43.45283019
"359","San_Jose",2430,9.54941,"Prunus","Prunus fortunensis",10.12821,NA,NA,NA,24.85568139,NA,36.25405363
"360","San_Jose",2430,9.54941,"Miconia","",13.02231,NA,NA,NA,15.88002135,NA,21.95870075
"361","San_Jose",2430,9.54941,"Satyria","Satyria warszewiczii",7.232685,NA,NA,NA,11.42830488,NA,51.7755102
"362","San_Jose",2430,9.54941,"Vaccinium","Vaccinium consanguineum",10.82474,NA,NA,NA,19.60442645,NA,39.23812428
"363","San_Jose",2430,9.54941,"Verbesina","Verbesina oerstediana",25.50696,NA,NA,NA,16.87733672,NA,11.31159024
"364","San_Jose",2430,9.54941,"Ardisia","Ardisia glandulosomarginata",11.80205,NA,NA,NA,16.53309135,NA,26.06483114
"365","San_Jose",2430,9.54941,"Ardisia","Ardisia glandulosomarginata",14.26782,NA,NA,NA,13.50123448,NA,24.34690981
"366","San_Jose",2430,9.54941,"Myrsine","Myrsine juergensenii",10,NA,NA,NA,17.8854615,NA,32.68
"367","San_Jose",2430,9.54941,"Weinmannia","Weinmannia pinnata",14.05952,NA,NA,NA,23.01330457,NA,29.025
"368","San_Jose",2430,9.54941,"Symplocos","Symplocos retusa",12.03252,NA,NA,NA,26.76025444,NA,34.2704918
"369","San_Jose",2430,9.54941,"Geonoma","Geonoma hoffmanniana",14.37373,NA,NA,NA,18.03388984,NA,17.59615385
"370","San_Jose",2430,9.54941,"Alfaroa","Alfaroa costaricensis",12.12443,NA,NA,NA,18.31522285,NA,29.75609756
"371","San_Jose",2430,9.54941,"Bunchosia","Bunchosia ternata",15.56553,NA,NA,NA,20.78129264,NA,24.01010101
"372","San_Jose",2430,9.54941,"Rondeletia","Rondeletia buddleioides",12.48432,NA,NA,NA,24.47327389,NA,23.60856179
"373","San_Jose",2430,9.54941,"Ardisia","Ardisia glandulosomarginata",14.58753,NA,NA,NA,21.0806669,NA,23.27671597
"374","San_Jose",2430,9.54941,"Oreopanax","Oreopanax xalapensis",19.00709,NA,NA,NA,19.01763669,NA,22.13730123
"375","San_Jose",2430,9.54941,"Billia","Billia rosea",11.27681,NA,NA,NA,13.57099976,NA,27.44071602
"376","San_Jose",2430,9.54941,"Symplocos","Symplocos austin-smithii",13.316,NA,NA,NA,16.48784666,NA,35.8736677
"377","San_Jose",2430,9.54941,"Nectandra","Nectandra cufodontisii",10.83258,NA,NA,NA,18.54925102,NA,22.82954497
"378","San_Jose",2430,9.54941,"Viburnum","Viburnum stellatotomentosum",14.23453,NA,NA,NA,16.04069157,NA,29.51678327
"379","San_Jose",2430,9.54941,"Symplocos","Symplocos retusa",11.30935,NA,NA,NA,29.43976307,NA,25.43712575
"380","San_Jose",2430,9.54941,"Cornus","Cornus disciflora",16.3297,NA,NA,NA,21.29392082,NA,24.84893449
"381","San_Jose",2430,9.54941,"Ocotea","Ocotea pittieri",12.52252,NA,NA,NA,26.85533562,NA,25.63451777
"382","San_Jose",2430,9.54941,"Cornus","Cornus disciflora",18.69955,NA,NA,NA,17.84822535,NA,23.65803109
"383","San_Jose",2430,9.54941,"Ilex","",7.888631,NA,NA,NA,33.9444995,NA,35.51824818
"384","San_Jose",2430,9.54941,"Bunchosia","Bunchosia ternata",15.41096,NA,NA,NA,16.98298325,NA,24.12690016
"385","San_Jose",2430,9.54941,"Styrax","Styrax argenteus",11.29252,NA,NA,NA,20.87711536,NA,31.9602649
"386","San_Jose",2430,9.54941,"Hedyosmum","Hedyosmum goudotianum",10.52824,NA,NA,NA,25.806365,NA,26.28383248
"387","San_Jose",2430,9.54941,"Alfaroa","Alfaroa costaricensis",16.44444,NA,NA,NA,19.53453638,NA,27.08234135
"388","San_Jose",2430,9.54941,"Rondeletia","Rondeletia buddleioides",7.815126,NA,NA,NA,16.76860297,NA,27.84393064
"389","San_Jose",2430,9.54941,"Cleyera","Cleyera theaeoides",11.17745,NA,NA,NA,19.31265035,NA,27.53216374
"390","San_Jose",2430,9.54941,"Ocotea","Ocotea austinii",9.45245,NA,NA,NA,12.89166813,NA,32.38961039
"391","San_Jose",2430,9.54941,"Microtropis","Microtropis occidentalis",17.17566,NA,NA,NA,13.55179621,NA,18.92859849
"392","San_Jose",2430,9.54941,"Quercus","Quercus copeyensis",11.00462,NA,NA,NA,19.74442782,NA,23.34160314
"393","San_Jose",2430,9.54941,"Quercus","Quercus seemannii",11.49733,NA,NA,NA,13.70422986,NA,43.1523922
"394","San_Jose",2430,9.54941,"Quercus","Quercus rapurahuensis",14.60474,NA,NA,NA,13.01265368,NA,18.81992337
"395","San_Jose",2430,9.54941,"Brunellia","Brunellia costaricensis",11.10264,NA,NA,NA,18.6661671,NA,20.2991399
"396","San_Jose",2430,9.54941,"Ardisia","Ardisia glandulosomarginata",9.566955,NA,NA,NA,22.06204573,NA,33.06164384
"397","San_Jose",2430,9.54941,"Prunus","Prunus fortunensis",11.45,NA,NA,NA,19.69109878,NA,35.01062697
"398","San_Jose",2430,9.54941,"Satyria","Satyria warszewiczii",6.341808,NA,NA,NA,24.39659869,NA,50.2038835
"399","San_Jose",2430,9.54941,"Geonoma","Geonoma hoffmanniana",12.39468,NA,NA,NA,17.57085088,NA,19.5645933
"400","San_Jose",2430,9.54941,"Vaccinium","Vaccinium consanguineum",11.53846,NA,NA,NA,20.30856423,NA,38.2248062
"401","San_Jose",2430,9.54941,"Miconia","",12.49587,NA,NA,NA,28.77470938,NA,22.87041184
"402","San_Jose",2430,9.54941,"Magnolia","Magnolia sororum",9.589202,NA,NA,NA,21.90548934,NA,29.95394737
"403","San_Jose",2430,9.54941,"Ocotea","Ocotea austinii",7.587822,NA,NA,NA,27.82677168,NA,30.71176471
"404","San_Jose",2430,9.54941,"Rondeletia","Rondeletia buddleioides",9.571984,NA,NA,NA,2.304783421,NA,33.16049383
"405","San_Jose",2430,9.54941,"Dendropanax","Dendropanax querceti",12.44681,NA,NA,NA,18.16962625,NA,26.20114943
"406","San_Jose",2430,9.54941,"Verbesina","Verbesina oerstediana",22.1988,NA,NA,NA,26.06663036,NA,15.69230769
"407","San_Jose",2430,9.54941,"Myrsine","Myrsine juergensenii",8.226785,NA,NA,NA,22.87050213,NA,38.99206349
"408","San_Jose",2430,9.54941,"Drimys","Drimys granadensis",9.446416,NA,NA,NA,18.75820672,NA,36.55833333
"409","San_Jose",2050,9.53333,"Verbesina","Verbesina oerstediana",19.22222222,NA,NA,NA,15.68064953,NA,15.9323438
"410","San_Jose",2050,9.53333,"Cleyera","Cleyera theaeoides",10.98412698,NA,NA,NA,25.03912363,NA,37.29351266
"411","San_Jose",2050,9.53333,"Dendropanax","Dendropanax querceti",13.84,NA,NA,NA,15.89322224,NA,28.22390777
"412","San_Jose",2050,9.53333,"Verbesina","Verbesina oerstediana",17.3,NA,NA,NA,10.11839795,NA,20.31841893
"413","San_Jose",2050,9.53333,"Amphitecna","Amphitecna sessilifolia",10.5648855,NA,NA,NA,19.0068226,NA,35.69402985
"414","San_Jose",2050,9.53333,"Dicksonia","Dicksonia sellowiana",13.69697,NA,NA,NA,11.33721726,NA,21.92266272
"415","San_Jose",2050,9.53333,"Prestoea","Prestoea acuminata",11.16129032,NA,NA,NA,14.38168228,NA,29.91447368
"416","San_Jose",2050,9.53333,"Oreopanax","Oreopanax xalapensis",18.755,NA,NA,NA,24.03039021,NA,20.5260274
"417","San_Jose",2050,9.53333,"Ocotea","Ocotea insularis",11.29562044,NA,NA,NA,14.06343258,NA,27.66304322
"418","San_Jose",2050,9.53333,"Geonoma","Geonoma edulis",12.69058,NA,NA,NA,16.83058465,NA,27.70949721
"419","San_Jose",2050,9.53333,"Billia","Billia rosea",11.53333333,NA,NA,NA,13.1738272,NA,27.66964113
"420","San_Jose",2050,9.53333,"","",19.77142857,NA,NA,NA,12.67902787,NA,15.956
"421","San_Jose",2050,9.53333,"Meliosma","Meliosma vernicosa",8.582322357,NA,NA,NA,15.73443119,NA,28.15037594
"422","San_Jose",2050,9.53333,"Verbesina","Verbesina oerstediana",18.7027027,NA,NA,NA,17.64970055,NA,15.40582848
"423","San_Jose",2050,9.53333,"Ardisia","Ardisia",20.44654971,NA,NA,NA,14.56161289,NA,24.5
"424","San_Jose",2050,9.53333,"Psychotria","Psychotria",11.52700186,NA,NA,NA,14.66442343,NA,18.31007752
"425","San_Jose",2050,9.53333,"Senecio","Senecio parasiticus",19.49295775,NA,NA,NA,12.8220828,NA,24.26404494
"426","San_Jose",2050,9.53333,"Ocotea","Ocotea insularis",10.08143322,NA,NA,NA,12.84215667,NA,23.89179761
"427","San_Jose",2050,9.53333,"","",10.17647059,NA,NA,NA,16.13669911,NA,38.79069767
"428","San_Jose",2050,9.53333,"Chrysochlamys","Chrysochlamys allenii",7.908571429,NA,NA,NA,16.6637602,NA,26.93023256
"429","San_Jose",2050,9.53333,"Ardisia","Ardisia",23.6259542,NA,NA,NA,12.21795774,NA,27.39130435
"430","San_Jose",2050,9.53333,"Cyathea","Cyathea caracasana",13.56862745,NA,NA,NA,17.93333021,NA,31.77843137
"431","San_Jose",2050,9.53333,"Miconia","Miconia danielii",15.66432161,NA,NA,NA,16.87294057,NA,23.88481675
"432","San_Jose",2050,9.53333,"Chusquea","",5.026954,NA,NA,NA,19.62461179,NA,19.21363493
"433","San_Jose",2050,9.53333,"Quercus","Quercus seemannii",12.81481481,NA,NA,NA,22.01303195,NA,32.54878847
"434","San_Jose",2050,9.53333,"Guatteria","Guatteria oliviformis",15.9125964,NA,NA,NA,23.85111824,NA,19.61078434
"435","San_Jose",2050,9.53333,"Guatteria","Guatteria oliviformis",13.95433526,NA,NA,NA,18.81761186,NA,23.17535545
"436","San_Jose",2050,9.53333,"Blakea","Blakea gracilis",18.21052632,NA,NA,NA,17.12541262,NA,22.42995169
"437","San_Jose",2050,9.53333,"Zanthoxylum","Zanthoxylum",11.52700186,NA,NA,NA,29.51203379,NA,26.89655172
"438","San_Jose",2050,9.53333,"Miconia","Miconia danielii",13.21917808,NA,NA,NA,18.5351219,NA,22.74418605
"439","San_Jose",2050,9.53333,"Palicourea","Palicourea salicifolia",15.20879121,NA,NA,NA,31.04132517,NA,24.88715953
"440","San_Jose",2050,9.53333,"Ocotea","Ocotea valeriana",13.05660377,NA,NA,NA,22.68879697,NA,19.05384615
